Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.16.0.3-8.8.8.8-63246-80-6,172.16.0.3,63246,8.8.8.8,80,6,5/7/2017 09:57:16,2039113,34,23,4080,14605,120,100,110,7.2042932810777565,635,615,625,13.535330640182956,2363.0,46.96345836637869,35773.912280701756,10732.173684210526,71547.82456140351,3577.3912280701757,2039113,59973.91176470588,425.99520637497443,119947.82352941176,0,2039113,88657.08695652174,115.90105365960646,177314.1739130435,0,3,0,0,0,680,460,28.17807501982721,18.785383346551477,40,635,377.5,257.5,66306.25,1,1,0,3,11,0,0,0,0.6764705882352942,377.5,120,635,680,0,0,0,0,0,0,34,4080,23,14605,65535,65535,34,20,0,0,0,0,0,0,0,0,BENIGN
192.168.2.50-192.168.1.100-48102-3306-17,192.168.2.50,48102,192.168.1.100,3306,17,5/7/2017 12:33:59,7839706,41,615,11275,2158650,275,255,265,16.83892030990752,3510,3490,3500,2.3107239014500003,43606.707546768346,3.398557002037284,11950.771341463415,3585.2314024390244,23901.54268292683,1195.0771341463415,7839706,191212.34146341463,904.1652039618268,382424.68292682926,0,7839706,12747.48943089431,382.57228118139665,25494.97886178862,0,11,0,0,0,820,12300,2.03913420122237,1.3594228008149136,40,3510,1892.5,1617.5,2616306.25,1,1,0,11,24,0,0,0,15.0,1892.5,275,3510,820,0,0,0,0,0,0,41,11275,615,2158650,32768,32768,41,20,0,0,0,0,0,0,0,0,Infiltration
192.168.1.20-192.168.1.100-55260-21-17,192.168.1.20,55260,192.168.1.100,21,17,5/7/2017 13:39:57,1271673,27,18,4455,9000,165,145,155,10.344937339160886,500,480,490,2.018260079313441,933.8683188875935,33.146181530694065,28259.4,8477.82,56518.8,2825.9400000000005,1271673,47099.0,498.71224336753414,94198.0,0,1271673,70648.5,51.47900880492906,141297.0,0,7,0,0,0,540,360,19.88770891841644,13.258472612277627,40,500,332.5,167.5,28056.25,1,1,0,7,19,0,0,0,0.6666666666666666,332.5,165,500,540,0,0,0,0,0,0,27,4455,18,9000,4096,4096,27,20,0,0,0,0,0,0,0,0,Bot
192.168.1.20-192.168.1.100-55994-53-6,192.168.1.20,55994,192.168.1.100,53,6,5/7/2017 08:38:57,183351,79,78,16116,19032,204,184,194,18.836119167190756,244,224,234,11.423303250447297,1618.0848037507537,5.299929804924615,1167.8407643312103,350.35222929936305,2335.6815286624205,116.78407643312103,183351,2320.8987341772154,732.089418506806,4641.797468354431,0,183351,2350.653846153846,520.8938950760565,4701.307692307692,0,16,0,0,0,1580,1560,3.1799578829547688,2.119971921969846,40,244,224.0,20.0,400.0,1,1,0,16,13,0,0,0,0.9873417721518988,224.0,204,244,1580,0,0,0,0,0,0,79,16116,78,19032,4096,4096,79,20,0,0,0,0,0,0,0,0,Bot
192.168.1.10-8.8.8.8-64041-8080-17,192.168.1.10,64041,8.8.8.8,8080,17,5/7/2017 12:45:50,26774,370,5,165020,0,446,426,436,7.3043195681650674,0,0,0,5.054315506223313,124534.38607512765,4096.929510879327,71.39733333333334,21.4192,142.79466666666667,7.139733333333334,26774,72.36216216216216,513.4227967280583,144.72432432432433,0,26774,5354.8,982.0363932880133,10709.6,0,156,0,0,0,7400,100,2458.157706527596,1638.7718043517307,40,446,223.0,223.0,49729.0,0,54,0,156,0,0,0,0,0.013513513513513514,223.0,446,0,7400,0,0,0,0,0,0,370,165020,5,0,0,0,370,20,0,0,0,0,0,0,0,0,DoS Hulk
192.168.1.20-8.8.8.8-5294-21-17,192.168.1.20,5294,8.8.8.8,21,17,5/7/2017 08:02:31,8255936,79,522,20856,1461600,264,244,254,14.19803489470014,2800,2780,2790,14.377416741724486,12876.030160343795,1.2521122094873556,13736.99833610649,4121.099500831947,27473.99667221298,1373.699833610649,8255936,104505.51898734177,202.69863159910594,209011.03797468354,0,8255936,15815.969348659004,267.28443819592053,31631.938697318008,0,26,0,0,0,1580,10440,0.7512673256924133,0.5008448837949423,40,2800,1532.0,1268.0,1607824.0,1,1,0,26,25,0,0,0,6.6075949367088604,1532.0,264,2800,1580,0,0,0,0,0,0,79,20856,522,1461600,32768,32768,79,20,0,0,0,0,0,0,0,0,Infiltration
192.168.1.20-192.168.1.100-20878-443-6,192.168.1.20,20878,192.168.1.100,443,6,5/7/2017 12:23:46,17665,1726,8,2447468,0,1418,1398,1408,3.1175371389292805,0,0,0,17.052209451957832,87110.48014927746,3283.0699611456544,10.187427912341407,3.0562283737024223,20.374855824682815,1.0187427912341407,17665,10.234646581691774,314.29623457295753,20.469293163383547,0,17665,2208.125,374.36258329435236,4416.25,0,138,0,0,0,34520,160,1969.8419766873926,1313.2279844582617,40,1418,709.0,709.0,502681.0,0,93,0,138,0,0,0,0,0.004634994206257242,709.0,1418,0,34520,0,0,0,0,0,0,1726,2447468,8,0,0,0,1726,20,0,0,0,0,0,0,0,0,DoS Hulk
192.168.1.20-172.16.0.1-47044-53-17,192.168.1.20,47044,172.16.0.1,53,17,5/7/2017 13:45:24,27609,3625,3,188500,0,52,32,42,11.108431575386978,0,0,0,16.866553414535826,295303.45458572527,6962.388042812727,7.609977949283352,2.2829933847850055,15.219955898566704,0.7609977949283353,27609,7.6162758620689655,360.2878886458477,15.232551724137931,0,27609,9203.0,417.23549480935395,18406.0,0,0,0,0,0,72500,60,4177.432825687636,2784.9552171250907,40,52,26.0,26.0,676.0,0,343,2,0,0,0,0,0,0.0008275862068965517,26.0,52,0,72500,0,0,0,0,0,0,3625,188500,3,0,0,0,3625,20,0,0,0,0,0,0,0,0,DDoS
192.168.1.20-8.8.8.8-8274-53-17,192.168.1.20,8274,8.8.8.8,53,17,5/7/2017 10:55:10,1708252,61,80,16043,39520,263,243,253,7.263493631821223,494,474,484,2.112775543963099,876.1807536247877,38.80764141528954,12115.262411347518,3634.578723404255,24230.524822695035,1211.526241134752,1708252,28004.131147540982,884.7578666124036,56008.262295081964,0,1708252,21353.15,960.2394002163602,42706.3,0,13,0,0,0,1220,1600,23.284584849173722,15.523056566115816,40,494,378.5,115.5,13340.25,1,1,0,13,63,0,0,0,1.3114754098360655,378.5,263,494,1220,0,0,0,0,0,0,61,16043,80,39520,4096,4096,61,20,0,0,0,0,0,0,0,0,Bot
192.168.1.20-192.168.1.100-36465-22-6,192.168.1.20,36465,192.168.1.100,22,6,5/7/2017 09:32:35,91855,5,1,290,0,58,38,48,5.173803603848781,0,0,0,16.644579734527735,380.95269889746527,12.201230310305789,15309.166666666666,4592.75,30618.333333333332,1530.9166666666667,91855,18371.0,303.94208972535466,36742.0,0,91855,91855.0,422.7458833676181,183710.0,0,0,0,0,0,100,20,7.320738186183473,4.880492124122316,40,58,29.0,29.0,841.0,0,1,3,0,0,0,0,0,0.2,29.0,58,0,100,0,0,0,0,0,0,5,290,1,0,1024,1024,5,20,0,0,0,0,0,0,0,0,PortScan
192.168.1.10-192.168.1.100-52745-80-6,192.168.1.10,52745,192.168.1.100,80,6,5/7/2017 11:33:50,11903,4,2,220,0,55,35,45,15.138232758198672,0,0,0,12.087431017973067,264.83631956263963,48.29260456756784,1983.8333333333333,595.15,3967.6666666666665,198.38333333333333,11903,2975.75,336.55020125795244,5951.5,0,11903,5951.5,681.8599990766659,11903.0,0,0,0,0,0,80,40,28.975562740540703,19.31704182702714,40,55,27.5,27.5,756.25,0,2,2,0,0,0,0,0,0.5,27.5,55,0,80,0,0,0,0,0,0,4,220,2,0,1024,1024,4,20,0,0,0,0,0,0,0,0,PortScan
192.168.1.20-172.16.0.1-11063-21-17,192.168.1.20,11063,172.16.0.1,21,17,5/7/2017 14:44:35,4049592,39,47,37206,52687,954,934,944,14.075322503117452,1121,1101,1111,1.5620544429488037,1989.0,76.4241023771396,47088.27906976744,14126.483720930233,94176.55813953489,4708.827906976744,4049592,103835.69230769231,564.1687222734748,207671.38461538462,0,4049592,86161.53191489361,61.75804755668379,172323.06382978722,0,9,0,0,0,780,940,45.85446142628376,30.56964095085584,40,1121,1037.5,83.5,6972.25,1,1,0,9,10,0,0,0,1.205128205128205,1037.5,954,1121,780,0,0,0,0,0,0,39,37206,47,52687,65535,65535,39,20,0,0,0,0,0,0,0,0,BENIGN
192.168.1.10-192.168.1.1-4179-21-17,192.168.1.10,4179,192.168.1.1,21,17,5/7/2017 14:10:56,3573044,36,29,44028,39817,1223,1203,1213,15.164870871180355,1373,1353,1363,4.5116545502329615,3077.0,55.056372800166976,54969.907692307694,16490.972307692307,109939.81538461539,5496.99076923077,3573044,99251.22222222222,451.2874191530748,198502.44444444444,0,3573044,123208.41379310345,799.1945657563394,246416.8275862069,0,8,0,0,0,720,580,33.033823680100184,22.02254912006679,40,1373,1298.0,75.0,5625.0,1,1,0,8,11,0,0,0,0.8055555555555556,1298.0,1223,1373,720,0,0,0,0,0,0,36,44028,29,39817,65535,65535,36,20,0,0,0,0,0,0,0,0,BENIGN
192.168.1.10-192.168.1.100-2612-8080-6,192.168.1.10,2612,192.168.1.100,8080,6,5/7/2017 11:02:51,394781,10,56,1940,25144,194,174,184,14.599542313477933,449,429,439,18.21977000359945,1571.3327756170331,30.5732762783478,5981.530303030303,1794.459090909091,11963.060606060606,598.1530303030303,394781,39478.1,642.2323772918768,78956.2,0,394781,7049.660714285715,496.1754693846173,14099.32142857143,0,15,0,0,0,200,1120,18.34396576700868,12.229310511339122,40,449,321.5,127.5,16256.25,1,1,0,15,19,0,0,0,5.6,321.5,194,449,200,0,0,0,0,0,0,10,1940,56,25144,4096,4096,10,20,0,0,0,0,0,0,0,0,Bot
172.16.0.3-10.0.0.1-58276-8080-17,172.16.0.3,58276,10.0.0.1,8080,17,5/7/2017 08:18:38,2721011,27,11,13473,2871,499,479,489,7.002279884423823,261,241,251,11.125309522086537,4934.0,51.233842149832405,71605.55263157895,21481.66578947368,143211.1052631579,7160.555263157895,2721011,100778.18518518518,114.88531353030818,201556.37037037036,0,2721011,247364.63636363635,278.5682124949992,494729.2727272727,0,8,0,0,0,540,220,30.740305289899442,20.493536859932963,40,499,380.0,119.0,14161.0,1,1,0,8,14,0,0,0,0.4074074074074074,380.0,499,261,540,0,0,0,0,0,0,27,13473,11,2871,65535,65535,27,20,0,0,0,0,0,0,0,0,BENIGN
192.168.1.10-192.168.1.100-32349-80-17,192.168.1.10,32349,192.168.1.100,80,17,5/7/2017 17:12:51,1194625,26,50,2184,17100,84,64,74,11.732183501824188,342,322,332,18.34448294962237,1653.0,91.95929794341339,15718.75,4715.625,31437.5,1571.875,1194625,45947.11538461538,774.366498819892,91894.23076923077,0,1194625,23892.5,846.4808875791347,47785.0,0,1,0,0,0,520,1000,55.175578766048034,36.783719177365356,40,342,213.0,129.0,16641.0,1,1,0,1,25,0,0,0,1.9230769230769231,213.0,84,342,520,0,0,0,0,0,0,26,2184,50,17100,65535,65535,26,20,0,0,0,0,0,0,0,0,BENIGN
10.0.0.5-172.16.0.1-7767-53-17,10.0.0.5,7767,172.16.0.1,53,17,5/7/2017 10:50:13,2546114,160,164,10560,16072,66,46,56,7.6609169586469195,98,78,88,3.994415486923162,2406.817947950095,77.23713431098054,7858.376543209876,2357.512962962963,15716.753086419752,785.8376543209877,2546114,15913.2125,352.91550587088227,31826.425,0,2546114,15525.085365853658,897.8946777634208,31050.170731707316,0,49,0,0,0,3200,3280,46.34228058658832,30.894853724392217,40,98,82.0,16.0,256.0,0,1,0,49,131,0,0,0,1.025,82.0,66,98,3200,0,0,0,0,0,0,160,10560,164,16072,8192,8192,160,20,0,0,0,0,0,0,0,0,BruteForce
10.0.0.5-192.168.1.1-7425-21-6,10.0.0.5,7425,192.168.1.1,21,6,5/7/2017 09:21:38,3427786,25,6,12675,4608,507,487,497,11.060754499009676,768,748,758,7.508539919830552,2439.0,78.57126575906575,110573.74193548386,33172.122580645155,221147.48387096773,11057.374193548387,3427786,137111.44,185.737845895401,274222.88,0,3427786,571297.6666666666,585.8751212110512,1142595.3333333333,0,8,0,0,0,500,120,47.14275945543945,31.428506303626303,40,768,637.5,130.5,17030.25,1,1,0,8,33,0,0,0,0.24,637.5,507,768,500,0,0,0,0,0,0,25,12675,6,4608,65535,65535,25,20,0,0,0,0,0,0,0,0,BENIGN
172.16.0.3-192.168.1.1-26312-22-17,172.16.0.3,26312,192.168.1.1,22,17,5/7/2017 08:58:33,3245376,37,37,25752,40404,696,676,686,1.6469089609700172,1092,1072,1082,1.9191286217264536,3850.0,49.19366620735313,43856.43243243243,13156.929729729729,87712.86486486487,4385.643243243244,3245376,87712.86486486487,971.6287699064329,175425.72972972973,0,3245376,87712.86486486487,773.3185182360919,175425.72972972973,0,4,0,0,0,740,740,29.516199724411877,19.677466482941256,40,1092,894.0,198.0,39204.0,1,1,0,4,23,0,0,0,1.0,894.0,696,1092,740,0,0,0,0,0,0,37,25752,37,40404,65535,65535,37,20,0,0,0,0,0,0,0,0,BENIGN
192.168.2.50-192.168.1.1-25580-443-6,192.168.2.50,25580,192.168.1.1,443,6,5/7/2017 12:47:00,141019,3,1,171,0,57,37,47,5.992744166564867,0,0,0,11.73910171139834,120.49041372077303,24.157370670581802,35254.75,10576.425,70509.5,3525.4750000000004,141019,47006.333333333336,567.5774275165633,94012.66666666667,0,141019,141019.0,32.208993450881465,282038.0,0,0,0,0,0,60,20,14.49442240234908,9.662948268232721,40,57,28.5,28.5,812.25,0,2,3,0,0,0,0,0,0.3333333333333333,28.5,57,0,60,0,0,0,0,0,0,3,171,1,0,1024,1024,3,20,0,0,0,0,0,0,0,0,PortScan
192.168.2.50-192.168.1.100-53444-53-6,192.168.2.50,53444,192.168.1.100,53,6,5/7/2017 15:14:17,3756057,36,6,35892,1806,997,977,987,19.614439550378464,301,281,291,10.682472590650088,3385.0,34.27682482613986,89429.92857142857,26828.978571428568,178859.85714285713,8942.992857142857,3756057,104334.91666666667,906.9288625867683,208669.83333333334,0,3756057,626009.5,591.8927756279109,1252019.0,0,3,0,0,0,720,120,20.566094895683914,13.710729930455944,40,997,649.0,348.0,121104.0,1,1,0,3,30,0,0,0,0.16666666666666666,649.0,997,301,720,0,0,0,0,0,0,36,35892,6,1806,65535,65535,36,20,0,0,0,0,0,0,0,0,BENIGN
192.168.1.20-192.168.1.1-37173-22-17,192.168.1.20,37173,192.168.1.1,22,17,5/7/2017 10:23:25,1973231,42,23,35784,18055,852,832,842,10.043345393328618,785,765,775,13.253569787573934,1296.0,47.005413074874824,30357.4,9107.22,60714.8,3035.7400000000002,1973231,46981.69047619047,847.9818401038666,93963.38095238095,0,1973231,85792.65217391304,806.5400569278984,171585.30434782608,0,2,0,0,0,840,460,28.203247844924892,18.80216522994993,40,852,818.5,33.5,1122.25,1,1,0,2,37,0,0,0,0.5476190476190477,818.5,852,785,840,0,0,0,0,0,0,42,35784,23,18055,65535,65535,42,20,0,0,0,0,0,0,0,0,BENIGN
172.16.0.3-8.8.8.8-13469-22-6,172.16.0.3,13469,8.8.8.8,22,6,5/7/2017 08:37:47,4648263,8,25,9016,9050,1127,1107,1117,1.1375915945736903,362,342,352,10.156569939868369,668.0,5.9640913891314025,140856.45454545456,42256.93636363636,281712.9090909091,14085.645454545456,4648263,581032.875,851.3425453441215,1162065.75,0,4648263,185930.52,68.52133270379235,371861.04,0,9,0,0,0,160,500,3.5784548334788413,2.385636555652561,40,1127,744.5,382.5,146306.25,1,1,0,9,35,0,0,0,3.125,744.5,1127,362,160,0,0,0,0,0,0,8,9016,25,9050,65535,65535,8,20,0,0,0,0,0,0,0,0,BENIGN
10.0.0.5-192.168.1.1-38874-3306-17,10.0.0.5,38874,192.168.1.1,3306,17,5/7/2017 11:20:12,13618,2847,2,162279,0,57,37,47,2.9864144559943684,0,0,0,5.472737716803014,289524.1125942573,7955.083876625005,4.77992277992278,1.433976833976834,9.55984555984556,0.477992277992278,13618,4.783280646294345,15.256717490390258,9.56656129258869,0,13618,6809.0,622.9449626775515,13618.0,0,0,0,0,0,56940,40,4773.050325975003,3182.0335506500023,40,57,28.5,28.5,812.25,0,443,1,0,0,0,0,0,0.0007024938531787847,28.5,57,0,56940,0,0,0,0,0,0,2847,162279,2,0,0,0,2847,20,0,0,0,0,0,0,0,0,DDoS
10.0.0.5-192.168.1.1-13121-443-6,10.0.0.5,13121,192.168.1.1,443,6,5/7/2017 14:05:46,613241,29,97,5249,26772,181,161,171,1.9982694790960376,276,256,266,10.996581418333415,1155.1616393534089,39.902383400809775,4866.992063492064,1460.097619047619,9733.984126984127,486.6992063492064,613241,21146.241379310344,394.04729529306104,42292.48275862069,0,613241,6322.072164948454,212.49187672758873,12644.144329896908,0,20,0,0,0,580,1940,23.941430040485866,15.960953360323911,40,276,228.5,47.5,2256.25,1,1,0,20,10,0,0,0,3.3448275862068964,228.5,181,276,580,0,0,0,0,0,0,29,5249,97,26772,4096,4096,29,20,0,0,0,0,0,0,0,0,Bot
10.0.0.5-192.168.1.1-46744-53-17,10.0.0.5,46744,192.168.1.1,53,17,5/7/2017 11:51:30,3298043,27,42,27459,21672,1017,997,1007,18.2017071335097,516,496,506,1.6763516192535555,4919.0,10.673973926331477,47797.72463768116,14339.317391304348,95595.44927536232,4779.772463768116,3298043,122149.74074074074,598.2923498508804,244299.4814814815,0,3298043,78524.83333333333,543.7310219455264,157049.66666666666,0,5,0,0,0,540,840,6.404384355798887,4.269589570532591,40,1017,766.5,250.5,62750.25,1,1,0,5,13,0,0,0,1.5555555555555556,766.5,1017,516,540,0,0,0,0,0,0,27,27459,42,21672,65535,65535,27,20,0,0,0,0,0,0,0,0,BENIGN
172.16.0.3-10.0.0.1-1784-80-6,172.16.0.3,1784,10.0.0.1,80,6,5/7/2017 09:07:31,2638040,107,55,11128,5885,104,84,94,1.8910647622263,107,87,97,11.85758012251505,3140.827209341664,98.86144020808302,16284.197530864198,4885.259259259259,32568.395061728395,1628.4197530864199,2638040,24654.579439252335,383.95987811827257,49309.15887850467,0,2638040,47964.36363636364,999.9541911825287,95928.72727272728,0,27,0,0,0,2140,1100,59.316864124849815,39.54457608323321,40,107,105.5,1.5,2.25,0,1,0,27,172,0,0,0,0.514018691588785,105.5,104,107,2140,0,0,0,0,0,0,107,11128,55,5885,8192,8192,107,20,0,0,0,0,0,0,0,0,BruteForce
192.168.2.50-10.0.0.1-6296-3306-17,192.168.2.50,6296,10.0.0.1,3306,17,5/7/2017 12:41:12,12574,822,3,65760,0,80,60,70,13.776851647982166,0,0,0,9.730070842036973,347330.33989333676,3689.8331065695024,15.241212121212122,4.572363636363637,30.482424242424244,1.5241212121212122,12574,15.29683698296837,885.2141546665971,30.59367396593674,0,12574,4191.333333333333,437.9837493250085,8382.666666666666,0,0,0,0,0,16440,60,2213.8998639417014,1475.933242627801,40,80,40.0,40.0,1600.0,0,299,1,0,0,0,0,0,0.0036496350364963502,40.0,80,0,16440,0,0,0,0,0,0,822,65760,3,0,0,0,822,20,0,0,0,0,0,0,0,0,DDoS
192.168.2.50-8.8.8.8-7396-80-17,192.168.2.50,7396,8.8.8.8,80,17,5/7/2017 11:41:12,8099541,67,177,15745,262491,235,215,225,6.04100229469509,1483,1463,1473,5.254513093371338,17599.040633342534,13.418893481980978,33194.84016393442,9958.452049180327,66389.68032786885,3319.4840163934423,8099541,120888.67164179105,930.1257500964822,241777.3432835821,0,8099541,45760.1186440678,887.361965948962,91520.2372881356,0,29,0,0,0,1340,3540,8.051336089188586,5.367557392792392,40,1483,859.0,624.0,389376.0,1,1,0,29,58,0,0,0,2.6417910447761193,859.0,235,1483,1340,0,0,0,0,0,0,67,15745,177,262491,32768,32768,67,20,0,0,0,0,0,0,0,0,Infiltration
192.168.2.50-172.16.0.1-42098-443-17,192.168.2.50,42098,172.16.0.1,443,17,5/7/2017 15:04:45,2496861,20,22,6460,7656,323,303,313,4.625229594563736,348,328,338,13.878996245981046,2951.0,32.65124727345747,59449.07142857143,17834.72142857143,118898.14285714286,5944.907142857143,2496861,124843.05,706.4191416945522,249686.1,0,2496861,113493.68181818182,64.22885071387807,226987.36363636365,0,2,0,0,0,400,440,19.590748364074482,13.06049890938299,40,348,335.5,12.5,156.25,1,1,0,2,39,0,0,0,1.1,335.5,323,348,400,0,0,0,0,0,0,20,6460,22,7656,65535,65535,20,20,0,0,0,0,0,0,0,0,BENIGN
172.16.0.3-172.16.0.1-49251-3306-17,172.16.0.3,49251,172.16.0.1,3306,17,5/7/2017 17:08:22,184462,1,1,48,0,48,28,38,11.261141538670769,0,0,0,8.46141160878872,261.2000805730888,27.033036612308834,92231.0,27669.3,184462.0,9223.1,184462,184462.0,756.4906434903767,368924.0,0,184462,184462.0,810.9943596142234,368924.0,0,0,0,0,0,20,20,16.2198219673853,10.813214644923534,40,48,24.0,24.0,576.0,0,2,2,0,0,0,0,0,1.0,24.0,48,0,20,0,0,0,0,0,0,1,48,1,0,1024,1024,1,20,0,0,0,0,0,0,0,0,PortScan
192.168.1.20-192.168.1.100-8845-21-6,192.168.1.20,8845,192.168.1.100,21,6,5/7/2017 14:17:35,2316602,13,15,12935,22395,995,975,985,18.74988900941695,1493,1473,1483,0.7988117864285971,4984.0,84.75540541296154,82735.78571428571,24820.73571428571,165471.57142857142,8273.578571428572,2316602,178200.15384615384,928.6282384591551,356400.3076923077,0,2316602,154440.13333333333,596.8803320143776,308880.26666666666,0,6,0,0,0,260,300,50.85324324777692,33.90216216518461,40,1493,1244.0,249.0,62001.0,1,1,0,6,5,0,0,0,1.1538461538461537,1244.0,995,1493,260,0,0,0,0,0,0,13,12935,15,22395,65535,65535,13,20,0,0,0,0,0,0,0,0,BENIGN
10.0.0.5-10.0.0.1-9218-8080-17,10.0.0.5,9218,10.0.0.1,8080,17,5/7/2017 08:14:05,1364026,5,36,4000,35604,800,780,790,13.938696055326567,989,969,979,0.6347424283994196,1979.0,34.849372532993996,33268.92682926829,9980.678048780486,66537.85365853658,3326.8926829268294,1364026,272805.2,80.22309723158394,545610.4,0,1364026,37889.61111111111,750.5695816251936,75779.22222222222,0,8,0,0,0,100,720,20.909623519796398,13.939749013197599,40,989,894.5,94.5,8930.25,1,1,0,8,24,0,0,0,7.2,894.5,800,989,100,0,0,0,0,0,0,5,4000,36,35604,65535,65535,5,20,0,0,0,0,0,0,0,0,BENIGN
192.168.1.10-172.16.0.1-33911-21-6,192.168.1.10,33911,172.16.0.1,21,6,5/7/2017 10:30:35,1761854,36,30,19296,5580,536,516,526,5.325141813870056,186,166,176,8.601314622672145,4880.0,20.413830738928855,26694.757575757576,8008.427272727273,53389.51515151515,2669.4757575757576,1761854,48940.38888888889,684.7379723499571,97880.77777777778,0,1761854,58728.46666666667,576.018237245043,117456.93333333333,0,4,0,0,0,720,600,12.248298443357312,8.165532295571543,40,536,361.0,175.0,30625.0,1,1,0,4,38,0,0,0,0.8333333333333334,361.0,536,186,720,0,0,0,0,0,0,36,19296,30,5580,65535,65535,36,20,0,0,0,0,0,0,0,0,BENIGN
192.168.1.20-8.8.8.8-36166-80-17,192.168.1.20,36166,8.8.8.8,80,17,5/7/2017 12:35:23,9571137,69,263,27600,836077,400,380,390,17.95856256192056,3179,3159,3169,7.852648812408396,42567.00544857506,15.329257984047768,28828.725903614457,8648.617771084337,57657.451807228914,2882.872590361446,9571137,138712.13043478262,650.4626369877287,277424.26086956525,0,9571137,36392.155893536124,451.6497703553548,72784.31178707225,0,15,0,0,0,1380,5260,9.19755479042866,6.131703193619107,40,3179,1789.5,1389.5,1930710.25,1,1,0,15,52,0,0,0,3.8115942028985508,1789.5,400,3179,1380,0,0,0,0,0,0,69,27600,263,836077,32768,32768,69,20,0,0,0,0,0,0,0,0,Infiltration
192.168.2.50-192.168.1.1-12410-443-6,192.168.2.50,12410,192.168.1.1,443,6,5/7/2017 08:15:02,3928968,8,28,6816,37548,852,832,842,18.461471367459424,1341,1321,1331,13.623487208867548,1831.0,28.123772348961534,109138.0,32741.399999999998,218276.0,10913.800000000001,3928968,491121.0,241.93809458961158,982242.0,0,3928968,140320.2857142857,488.78673906656786,280640.5714285714,0,9,0,0,0,160,560,16.87426340937692,11.249508939584615,40,1341,1096.5,244.5,59780.25,1,1,0,9,34,0,0,0,3.5,1096.5,852,1341,160,0,0,0,0,0,0,8,6816,28,37548,65535,65535,8,20,0,0,0,0,0,0,0,0,BENIGN
172.16.0.3-8.8.8.8-18107-443-17,172.16.0.3,18107,8.8.8.8,443,17,5/7/2017 12:12:05,28164,3511,1,143951,0,41,21,31,18.962184343184543,0,0,0,18.462247037668522,227072.38118630278,4395.880255869138,8.019362186788156,2.4058086560364464,16.03872437357631,0.8019362186788156,28164,8.021646254628312,647.1066893041368,16.043292509256624,0,28164,28164.0,626.6273575179819,56328.0,0,0,0,0,0,70220,20,2637.5281535214826,1758.352102347655,40,41,20.5,20.5,420.25,0,392,3,0,0,0,0,0,0.0002848191398461977,20.5,41,0,70220,0,0,0,0,0,0,3511,143951,1,0,0,0,3511,20,0,0,0,0,0,0,0,0,DDoS
192.168.2.50-10.0.0.1-61428-80-17,192.168.2.50,61428,10.0.0.1,80,17,5/7/2017 09:07:23,159884,3,0,147,0,49,29,39,5.879625899482599,0,0,0,0.5595557080512781,266.16097446619875,10.298399602741233,53294.666666666664,15988.399999999998,106589.33333333333,5329.466666666667,159884,53294.666666666664,142.86939160629953,106589.33333333333,0,159884,0.0,783.792500120582,0.0,0,0,0,0,0,60,0,6.17903976164474,4.119359841096493,40,49,24.5,24.5,600.25,0,2,2,0,0,0,0,0,0.0,24.5,49,0,60,0,0,0,0,0,0,3,147,0,0,1024,1024,3,20,0,0,0,0,0,0,0,0,PortScan
192.168.1.10-8.8.8.8-15650-3306-6,192.168.1.10,15650,8.8.8.8,3306,6,5/7/2017 14:04:56,4001492,23,24,18285,10800,795,775,785,5.831901813120652,450,430,440,15.69014434574683,2881.0,9.552166720897315,85138.12765957447,25541.43829787234,170276.25531914894,8513.812765957447,4001492,173977.91304347827,739.5759867334181,347955.82608695654,0,4001492,166728.83333333334,242.5839935535691,333457.6666666667,0,1,0,0,0,460,480,5.731300032538389,3.820866688358926,40,795,622.5,172.5,29756.25,1,1,0,1,34,0,0,0,1.0434782608695652,622.5,795,450,460,0,0,0,0,0,0,23,18285,24,10800,65535,65535,23,20,0,0,0,0,0,0,0,0,BENIGN
